KPI_Goal_Id,KPI_Goal_Description,KPI_Metric_Id,KPI_Metric,KPI_Metric_Description,Planned_Value,Real_Value,Weight
83,Service Level Agreement Indicators,553,"Downed trees, downed limbs, and hanging limbs","Service requests received from 311 and the Department's internet request form for downed trees, downed limbs, and hanging limbs. This indicator has been historically used as a proxy to document severe weather activity.",27825.193532513968,22203.470588235294,1.0
84,Build and improve parks and playgrounds in a timely and efficient manner.,554,Capital projects completed,"The number of capital construction projects completed by DPR’s Capital Projects Division during the reporting period. Construction projects include all individual site projects or any individual sites within a multi-site project contract that are greater than $400,000.",12.566941719517011,10.62135922330097,1.0
85,Build and improve parks and playgrounds in a timely and efficient manner.,555,Capital projects completed on time or early (%),"The percent of capital construction projects completed on time or early, exclusive of programmatic scope changes.  Projects completed before the scheduled completion date are considered early; those completed more than 30 days after the scheduled completion date are considered late.  All others are considered on time.",100.0,84.12621359223301,1.0
86,Build and improve parks and playgrounds in a timely and efficient manner.,556,Capital projects completed within budget (%),"The percent of capital construction projects completed during the reporting period that remained within budget, exclusive of programmatic scope changes.",100.0,90.5631067961165,1.0
87,"Increase public attendance at educational programs, recreation centers and other venues.",557,Recreation center attendance — Total,"The total recreation center attendance for seniors, adults, youths and children, and visitors.",231032.20456254503,193921.65979381444,1.0
88,"Increase public attendance at educational programs, recreation centers and other venues.",558,Recreation center attendance — Seniors,The total recreation center attendance for seniors (ages 62 and up).,61298.30489765957,50724.92,1.0
89,"Increase public attendance at educational programs, recreation centers and other venues.",559,Recreation center attendance — Visitors,The total recreation center attendance for visitors.,35762.47171781965,30115.773333333334,1.0
90,"Increase public attendance at educational programs, recreation centers and other venues.",560,Ice skating - Attendance at skating rinks,"The number of people in attendance at DPR skating rinks, not including off-season programming, during the reporting period.",560595.8225516636,487203.6,1.0
91,"Increase public attendance at educational programs, recreation centers and other venues.",561,Swimming pools - Attendance at outdoor Olympic and intermediate pools (pool season),"The number of people in attendance at DPR’s outdoor Olympic and intermediate swimming pools during the summer season, which generally runs from late June, the end of the school year, through Labor Day.  Data reported in fiscal year (FY) is for period which begins in June of that FY and runs through September of the following FY.  For example, data reported for Fiscal 2022 covers the relevant period of June 2022 through September 2022.",1437528.2651373204,1166600.6666666667,1.0
92,"Increase public attendance at educational programs, recreation centers and other venues.",562,Attendance at historic house museums,The number of people who visited DPR’s historic house museums throughout the reporting period.,616860.9197983894,498603.8,1.0
93,Provide an overall quality park experience.,563,Summons issued (PEP) (Grand Total),"The number of summonses issued during the reporting period for parking and health code violations including summonses returnable to the Parking Violations Bureau, the Environmental Control Board, Criminal Court, and Traffic Court.",2163.9906835396946,1823.2307692307693,1.0
94,Ensure that individuals and families have access to emergency shelter and services.,564,Single adults entering the DHS shelter services system,"Single adults entering the DHS shelter services system for the first time or returning after a period of at least one year, excluding clients in Safe Havens and Veterans short-term housing.",2230.320283055426,1884.4807692307693,1.0
95,Provide homelessness prevention benefits and services to eligible children and adults.,565,Adults receiving preventive services who did not enter the shelter system (%),"Those adults who received diversion/prevention services and did not enter shelter for 12 continuous months after their initial contact, excluding clients in Safe Havens and Veterans short-term housing.",100.0,92.28134615384616,1.0
96,Reduce the number of unsheltered homeless individuals.,566,"Unsheltered individuals who are estimated to be living on the streets, in parks, under highways, on subways and in the public transportation stations in New York City (HOPE) *","This indicator reports the results of the agency’s annual Homeless Outreach Population Estimate, held from midnight – 4AM on the last Monday in January.  Teams of volunteers are assigned to small study areas where they administer a survey to all passersby to determine their housing situation.",4207.633696825471,3457.875,1.0
97,Ensure that individuals and families have access to emergency shelter and services.,567,Average number of single adults in shelters per day,The average number of single adults residing in shelter each night at 3 A.M.,19551.66309956315,16448.365384615383,1.0
98,Facilitate exits and minimize clients’ length of stay in shelters.,568,Average length of stay — Single adults in shelter (days),"The average number of days an adult has spent in the DHS shelter services system during the reporting period, excluding clients in Safe Havens and Veterans short-term housing. Non-consecutive days spent in shelter are counted as one stay in the average calculation.",507.3997029755922,425.08653846153845,1.0
99,Facilitate exits and minimize clients’ length of stay in shelters.,569,Single adults exiting to permanent housing,"The number of single adults relocated to permanent housing from shelters, including both subsidized and unsubsidized permanent housing placements, excluding clients in Safe Havens and Veterans short-term housing. A placement is counted as an exit to permanent housing if the client remains out of shelter for at least 30 days.",799.7344811323115,670.5,1.0
