task_id,task_type,description,pre_tasks,requirements,affected_factors
419,Type B,Description task 419,[35],"{""certificates"": [""CSPA""], ""majors"": ""Math"", ""type_majors"": ""Avg""}","[(1, 'Product', 5), (2, 'Product', 4), (3, 'Product', 5), (4, 'Product', 1), (5, 'Product', 4), (6, 'Product', 2), (7, 'Product', 5), (8, 'Product', 3), (9, 'Product', 5), (10, 'Product', 1), (11, 'Environment', 5), (12, 'Environment', 1), (13, 'Environment', 3), (14, 'Environment', 3), (15, 'Environment', 2), (16, 'Environment', 5), (17, 'Environment', 2), (18, 'Environment', 1), (19, 'Environment', 2), (20, 'Environment', 3)]"
420,Type B,Description task 420,"[55, 283, 457, 43]","{""certificates"": [""CISSP""], ""majors"": ""DS"", ""type_majors"": ""Avg""}","[(1, 'Product', 2), (2, 'Product', 3), (3, 'Product', 1), (4, 'Product', 1), (5, 'Product', 4), (6, 'Product', 4), (7, 'Product', 1), (8, 'Product', 5), (9, 'Product', 4), (10, 'Product', 2), (11, 'Environment', 4), (12, 'Environment', 3), (13, 'Environment', 1), (14, 'Environment', 5), (15, 'Environment', 3), (16, 'Environment', 5), (17, 'Environment', 5), (18, 'Environment', 4), (19, 'Environment', 5), (20, 'Environment', 4)]"
421,Type A,Description task 421,"[247, 299, 195, 253, 494, 359]","{""certificates"": [""CHFI""], ""majors"": ""CS"", ""type_majors"": ""Avg""}","[(1, 'Product', 1), (2, 'Product', 1), (3, 'Product', 3), (4, 'Product', 5), (5, 'Product', 5), (6, 'Product', 5), (7, 'Product', 5), (8, 'Product', 1), (9, 'Product', 2), (10, 'Product', 2), (11, 'Environment', 1), (12, 'Environment', 1), (13, 'Environment', 1), (14, 'Environment', 5), (15, 'Environment', 4), (16, 'Environment', 2), (17, 'Environment', 5), (18, 'Environment', 1), (19, 'Environment', 5), (20, 'Environment', 3)]"
422,Type B,Description task 422,"[252, 215, 296, 5, 149]","{""certificates"": [""CISSP""], ""majors"": ""CS"", ""type_majors"": ""Excel""}","[(1, 'Product', 3), (2, 'Product', 5), (3, 'Product', 5), (4, 'Product', 1), (5, 'Product', 3), (6, 'Product', 5), (7, 'Product', 3), (8, 'Product', 4), (9, 'Product', 1), (10, 'Product', 3), (11, 'Environment', 2), (12, 'Environment', 4), (13, 'Environment', 5), (14, 'Environment', 5), (15, 'Environment', 1), (16, 'Environment', 4), (17, 'Environment', 5), (18, 'Environment', 2), (19, 'Environment', 1), (20, 'Environment', 3)]"
423,Type C,Description task 423,"[318, 200]","{""certificates"": [""OSCE""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Excel""}","[(1, 'Product', 2), (2, 'Product', 1), (3, 'Product', 4), (4, 'Product', 3), (5, 'Product', 1), (6, 'Product', 3), (7, 'Product', 2), (8, 'Product', 2), (9, 'Product', 1), (10, 'Product', 1), (11, 'Environment', 1), (12, 'Environment', 2), (13, 'Environment', 4), (14, 'Environment', 4), (15, 'Environment', 4), (16, 'Environment', 3), (17, 'Environment', 5), (18, 'Environment', 4), (19, 'Environment', 3), (20, 'Environment', 1)]"
424,Type A,Description task 424,"[464, 118, 55, 67]","{""certificates"": [""CSPA""], ""majors"": ""IT"", ""type_majors"": ""Good""}","[(1, 'Product', 4), (2, 'Product', 3), (3, 'Product', 1), (4, 'Product', 5), (5, 'Product', 2), (6, 'Product', 5), (7, 'Product', 1), (8, 'Product', 4), (9, 'Product', 5), (10, 'Product', 1), (11, 'Environment', 2), (12, 'Environment', 3), (13, 'Environment', 5), (14, 'Environment', 1), (15, 'Environment', 5), (16, 'Environment', 3), (17, 'Environment', 2), (18, 'Environment', 4), (19, 'Environment', 2), (20, 'Environment', 4)]"
425,Type C,Description task 425,[411],"{""certificates"": [""OSCP""], ""majors"": ""Math"", ""type_majors"": ""Outst""}","[(1, 'Product', 1), (2, 'Product', 2), (3, 'Product', 2), (4, 'Product', 4), (5, 'Product', 2), (6, 'Product', 1), (7, 'Product', 5), (8, 'Product', 4), (9, 'Product', 5), (10, 'Product', 2), (11, 'Environment', 3), (12, 'Environment', 1), (13, 'Environment', 3), (14, 'Environment', 5), (15, 'Environment', 4), (16, 'Environment', 3), (17, 'Environment', 1), (18, 'Environment', 1), (19, 'Environment', 5), (20, 'Environment', 5)]"
426,Type B,Description task 426,"[122, 220, 224]","{""certificates"": [""OSCP""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Outst""}","[(1, 'Product', 1), (2, 'Product', 5), (3, 'Product', 5), (4, 'Product', 5), (5, 'Product', 2), (6, 'Product', 5), (7, 'Product', 3), (8, 'Product', 4), (9, 'Product', 5), (10, 'Product', 4), (11, 'Environment', 1), (12, 'Environment', 4), (13, 'Environment', 5), (14, 'Environment', 2), (15, 'Environment', 3), (16, 'Environment', 2), (17, 'Environment', 1), (18, 'Environment', 4), (19, 'Environment', 1), (20, 'Environment', 3)]"
427,Type C,Description task 427,"[18, 273, 96, 194]","{""certificates"": [""OSCP""], ""majors"": ""IT"", ""type_majors"": ""Avg""}","[(1, 'Product', 2), (2, 'Product', 3), (3, 'Product', 1), (4, 'Product', 3), (5, 'Product', 5), (6, 'Product', 5), (7, 'Product', 5), (8, 'Product', 2), (9, 'Product', 5), (10, 'Product', 3), (11, 'Environment', 3), (12, 'Environment', 5), (13, 'Environment', 3), (14, 'Environment', 2), (15, 'Environment', 5), (16, 'Environment', 4), (17, 'Environment', 5), (18, 'Environment', 2), (19, 'Environment', 1), (20, 'Environment', 4)]"
428,Type B,Description task 428,"[93, 330]","{""certificates"": [""OSCP""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Excel""}","[(1, 'Product', 2), (2, 'Product', 2), (3, 'Product', 3), (4, 'Product', 1), (5, 'Product', 2), (6, 'Product', 5), (7, 'Product', 2), (8, 'Product', 1), (9, 'Product', 1), (10, 'Product', 4), (11, 'Environment', 5), (12, 'Environment', 4), (13, 'Environment', 1), (14, 'Environment', 4), (15, 'Environment', 1), (16, 'Environment', 2), (17, 'Environment', 2), (18, 'Environment', 4), (19, 'Environment', 5), (20, 'Environment', 3)]"
429,Type C,Description task 429,"[186, 452, 121, 319]","{""certificates"": [""CSPA""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Excel""}","[(1, 'Product', 4), (2, 'Product', 5), (3, 'Product', 2), (4, 'Product', 5), (5, 'Product', 5), (6, 'Product', 5), (7, 'Product', 1), (8, 'Product', 3), (9, 'Product', 3), (10, 'Product', 4), (11, 'Environment', 3), (12, 'Environment', 5), (13, 'Environment', 2), (14, 'Environment', 2), (15, 'Environment', 1), (16, 'Environment', 5), (17, 'Environment', 3), (18, 'Environment', 4), (19, 'Environment', 1), (20, 'Environment', 5)]"
430,Type A,Description task 430,"[139, 452, 436, 21, 457]","{""certificates"": [""CISSP""], ""majors"": ""DS"", ""type_majors"": ""Avg""}","[(1, 'Product', 5), (2, 'Product', 1), (3, 'Product', 4), (4, 'Product', 2), (5, 'Product', 1), (6, 'Product', 4), (7, 'Product', 2), (8, 'Product', 2), (9, 'Product', 3), (10, 'Product', 1), (11, 'Environment', 2), (12, 'Environment', 5), (13, 'Environment', 1), (14, 'Environment', 1), (15, 'Environment', 3), (16, 'Environment', 5), (17, 'Environment', 3), (18, 'Environment', 5), (19, 'Environment', 5), (20, 'Environment', 4)]"
431,Type B,Description task 431,"[209, 373, 24, 4]","{""certificates"": [""OSCE""], ""majors"": ""CS"", ""type_majors"": ""Good""}","[(1, 'Product', 1), (2, 'Product', 5), (3, 'Product', 4), (4, 'Product', 1), (5, 'Product', 3), (6, 'Product', 3), (7, 'Product', 2), (8, 'Product', 4), (9, 'Product', 3), (10, 'Product', 1), (11, 'Environment', 1), (12, 'Environment', 5), (13, 'Environment', 3), (14, 'Environment', 5), (15, 'Environment', 4), (16, 'Environment', 4), (17, 'Environment', 2), (18, 'Environment', 4), (19, 'Environment', 1), (20, 'Environment', 4)]"
432,Type B,Description task 432,[229],"{""certificates"": [""CSPA""], ""majors"": ""IT"", ""type_majors"": ""Avg""}","[(1, 'Product', 5), (2, 'Product', 5), (3, 'Product', 2), (4, 'Product', 2), (5, 'Product', 1), (6, 'Product', 4), (7, 'Product', 2), (8, 'Product', 5), (9, 'Product', 2), (10, 'Product', 5), (11, 'Environment', 2), (12, 'Environment', 3), (13, 'Environment', 1), (14, 'Environment', 4), (15, 'Environment', 5), (16, 'Environment', 2), (17, 'Environment', 2), (18, 'Environment', 4), (19, 'Environment', 3), (20, 'Environment', 5)]"
433,Type A,Description task 433,[491],"{""certificates"": [""CISSP""], ""majors"": ""Math"", ""type_majors"": ""Excel""}","[(1, 'Product', 3), (2, 'Product', 2), (3, 'Product', 3), (4, 'Product', 3), (5, 'Product', 1), (6, 'Product', 2), (7, 'Product', 2), (8, 'Product', 1), (9, 'Product', 3), (10, 'Product', 2), (11, 'Environment', 4), (12, 'Environment', 3), (13, 'Environment', 4), (14, 'Environment', 3), (15, 'Environment', 4), (16, 'Environment', 2), (17, 'Environment', 2), (18, 'Environment', 2), (19, 'Environment', 2), (20, 'Environment', 1)]"
434,Type C,Description task 434,"[152, 300, 120, 241, 254]","{""certificates"": [""CHFI""], ""majors"": ""Math"", ""type_majors"": ""Excel""}","[(1, 'Product', 2), (2, 'Product', 5), (3, 'Product', 3), (4, 'Product', 4), (5, 'Product', 2), (6, 'Product', 5), (7, 'Product', 5), (8, 'Product', 2), (9, 'Product', 4), (10, 'Product', 3), (11, 'Environment', 5), (12, 'Environment', 1), (13, 'Environment', 1), (14, 'Environment', 4), (15, 'Environment', 1), (16, 'Environment', 3), (17, 'Environment', 3), (18, 'Environment', 3), (19, 'Environment', 4), (20, 'Environment', 3)]"
435,Type B,Description task 435,"[332, 467, 472, 456]","{""certificates"": [""CEH""], ""majors"": ""CS"", ""type_majors"": ""Good""}","[(1, 'Product', 2), (2, 'Product', 5), (3, 'Product', 1), (4, 'Product', 3), (5, 'Product', 2), (6, 'Product', 4), (7, 'Product', 2), (8, 'Product', 4), (9, 'Product', 3), (10, 'Product', 2), (11, 'Environment', 1), (12, 'Environment', 2), (13, 'Environment', 1), (14, 'Environment', 3), (15, 'Environment', 3), (16, 'Environment', 3), (17, 'Environment', 4), (18, 'Environment', 3), (19, 'Environment', 2), (20, 'Environment', 5)]"
436,Type C,Description task 436,[476],"{""certificates"": [""CEH""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Avg""}","[(1, 'Product', 4), (2, 'Product', 4), (3, 'Product', 1), (4, 'Product', 2), (5, 'Product', 5), (6, 'Product', 2), (7, 'Product', 1), (8, 'Product', 5), (9, 'Product', 3), (10, 'Product', 4), (11, 'Environment', 3), (12, 'Environment', 4), (13, 'Environment', 2), (14, 'Environment', 2), (15, 'Environment', 1), (16, 'Environment', 1), (17, 'Environment', 4), (18, 'Environment', 3), (19, 'Environment', 1), (20, 'Environment', 5)]"
437,Type C,Description task 437,"[257, 264, 225, 184, 23]","{""certificates"": [""OSCP""], ""majors"": ""Math"", ""type_majors"": ""Excel""}","[(1, 'Product', 4), (2, 'Product', 4), (3, 'Product', 2), (4, 'Product', 3), (5, 'Product', 3), (6, 'Product', 2), (7, 'Product', 4), (8, 'Product', 1), (9, 'Product', 3), (10, 'Product', 3), (11, 'Environment', 5), (12, 'Environment', 2), (13, 'Environment', 5), (14, 'Environment', 5), (15, 'Environment', 1), (16, 'Environment', 4), (17, 'Environment', 2), (18, 'Environment', 5), (19, 'Environment', 1), (20, 'Environment', 4)]"
438,Type C,Description task 438,"[442, 437, 387, 400, 209]","{""certificates"": [""CEH""], ""majors"": ""Math"", ""type_majors"": ""Outst""}","[(1, 'Product', 3), (2, 'Product', 3), (3, 'Product', 4), (4, 'Product', 1), (5, 'Product', 2), (6, 'Product', 1), (7, 'Product', 4), (8, 'Product', 3), (9, 'Product', 2), (10, 'Product', 2), (11, 'Environment', 3), (12, 'Environment', 2), (13, 'Environment', 2), (14, 'Environment', 1), (15, 'Environment', 3), (16, 'Environment', 5), (17, 'Environment', 2), (18, 'Environment', 3), (19, 'Environment', 1), (20, 'Environment', 1)]"
439,Type B,Description task 439,[64],"{""certificates"": [""CSPA""], ""majors"": ""Math"", ""type_majors"": ""Outst""}","[(1, 'Product', 1), (2, 'Product', 5), (3, 'Product', 4), (4, 'Product', 1), (5, 'Product', 4), (6, 'Product', 2), (7, 'Product', 5), (8, 'Product', 3), (9, 'Product', 1), (10, 'Product', 2), (11, 'Environment', 5), (12, 'Environment', 1), (13, 'Environment', 1), (14, 'Environment', 2), (15, 'Environment', 2), (16, 'Environment', 5), (17, 'Environment', 4), (18, 'Environment', 2), (19, 'Environment', 4), (20, 'Environment', 5)]"
440,Type C,Description task 440,[315],"{""certificates"": [""CSPA""], ""majors"": ""Math"", ""type_majors"": ""Outst""}","[(1, 'Product', 4), (2, 'Product', 3), (3, 'Product', 3), (4, 'Product', 2), (5, 'Product', 1), (6, 'Product', 4), (7, 'Product', 3), (8, 'Product', 2), (9, 'Product', 2), (10, 'Product', 3), (11, 'Environment', 3), (12, 'Environment', 2), (13, 'Environment', 2), (14, 'Environment', 3), (15, 'Environment', 3), (16, 'Environment', 4), (17, 'Environment', 1), (18, 'Environment', 1), (19, 'Environment', 3), (20, 'Environment', 4)]"
441,Type C,Description task 441,"[43, 290, 357]","{""certificates"": [""CSPA""], ""majors"": ""Math"", ""type_majors"": ""Excel""}","[(1, 'Product', 1), (2, 'Product', 5), (3, 'Product', 4), (4, 'Product', 3), (5, 'Product', 3), (6, 'Product', 4), (7, 'Product', 2), (8, 'Product', 1), (9, 'Product', 3), (10, 'Product', 1), (11, 'Environment', 5), (12, 'Environment', 5), (13, 'Environment', 4), (14, 'Environment', 2), (15, 'Environment', 5), (16, 'Environment', 3), (17, 'Environment', 2), (18, 'Environment', 2), (19, 'Environment', 2), (20, 'Environment', 5)]"
442,Type A,Description task 442,"[209, 497, 147]","{""certificates"": [""CHFI""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Outst""}","[(1, 'Product', 4), (2, 'Product', 2), (3, 'Product', 3), (4, 'Product', 3), (5, 'Product', 5), (6, 'Product', 4), (7, 'Product', 1), (8, 'Product', 4), (9, 'Product', 3), (10, 'Product', 5), (11, 'Environment', 3), (12, 'Environment', 5), (13, 'Environment', 5), (14, 'Environment', 5), (15, 'Environment', 1), (16, 'Environment', 5), (17, 'Environment', 2), (18, 'Environment', 2), (19, 'Environment', 2), (20, 'Environment', 4)]"
443,Type C,Description task 443,"[58, 126, 341, 212]","{""certificates"": [""OSCE""], ""majors"": ""DS"", ""type_majors"": ""Excel""}","[(1, 'Product', 4), (2, 'Product', 3), (3, 'Product', 2), (4, 'Product', 1), (5, 'Product', 4), (6, 'Product', 2), (7, 'Product', 2), (8, 'Product', 5), (9, 'Product', 3), (10, 'Product', 1), (11, 'Environment', 4), (12, 'Environment', 3), (13, 'Environment', 3), (14, 'Environment', 1), (15, 'Environment', 4), (16, 'Environment', 2), (17, 'Environment', 2), (18, 'Environment', 3), (19, 'Environment', 1), (20, 'Environment', 1)]"
444,Type C,Description task 444,"[471, 68, 46, 161]","{""certificates"": [""OSCP""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Excel""}","[(1, 'Product', 4), (2, 'Product', 3), (3, 'Product', 3), (4, 'Product', 2), (5, 'Product', 4), (6, 'Product', 2), (7, 'Product', 5), (8, 'Product', 4), (9, 'Product', 3), (10, 'Product', 1), (11, 'Environment', 3), (12, 'Environment', 3), (13, 'Environment', 3), (14, 'Environment', 1), (15, 'Environment', 3), (16, 'Environment', 2), (17, 'Environment', 1), (18, 'Environment', 5), (19, 'Environment', 1), (20, 'Environment', 1)]"
445,Type B,Description task 445,"[6, 11, 329, 149]","{""certificates"": [""CISSP""], ""majors"": ""IT"", ""type_majors"": ""Good""}","[(1, 'Product', 3), (2, 'Product', 5), (3, 'Product', 2), (4, 'Product', 2), (5, 'Product', 3), (6, 'Product', 2), (7, 'Product', 2), (8, 'Product', 4), (9, 'Product', 4), (10, 'Product', 2), (11, 'Environment', 2), (12, 'Environment', 1), (13, 'Environment', 5), (14, 'Environment', 1), (15, 'Environment', 1), (16, 'Environment', 2), (17, 'Environment', 3), (18, 'Environment', 3), (19, 'Environment', 3), (20, 'Environment', 2)]"
446,Type C,Description task 446,"[265, 8]","{""certificates"": [""CSPA""], ""majors"": ""Math"", ""type_majors"": ""Avg""}","[(1, 'Product', 1), (2, 'Product', 3), (3, 'Product', 2), (4, 'Product', 3), (5, 'Product', 5), (6, 'Product', 1), (7, 'Product', 5), (8, 'Product', 3), (9, 'Product', 2), (10, 'Product', 3), (11, 'Environment', 4), (12, 'Environment', 2), (13, 'Environment', 5), (14, 'Environment', 2), (15, 'Environment', 3), (16, 'Environment', 5), (17, 'Environment', 3), (18, 'Environment', 1), (19, 'Environment', 1), (20, 'Environment', 1)]"
447,Type C,Description task 447,[255],"{""certificates"": [""CHFI""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Avg""}","[(1, 'Product', 4), (2, 'Product', 2), (3, 'Product', 5), (4, 'Product', 5), (5, 'Product', 2), (6, 'Product', 2), (7, 'Product', 1), (8, 'Product', 3), (9, 'Product', 5), (10, 'Product', 2), (11, 'Environment', 1), (12, 'Environment', 2), (13, 'Environment', 5), (14, 'Environment', 1), (15, 'Environment', 1), (16, 'Environment', 3), (17, 'Environment', 5), (18, 'Environment', 1), (19, 'Environment', 2), (20, 'Environment', 1)]"
448,Type A,Description task 448,[182],"{""certificates"": [""OSCE""], ""majors"": ""DS"", ""type_majors"": ""Excel""}","[(1, 'Product', 4), (2, 'Product', 2), (3, 'Product', 1), (4, 'Product', 2), (5, 'Product', 3), (6, 'Product', 1), (7, 'Product', 5), (8, 'Product', 1), (9, 'Product', 5), (10, 'Product', 1), (11, 'Environment', 1), (12, 'Environment', 2), (13, 'Environment', 4), (14, 'Environment', 3), (15, 'Environment', 2), (16, 'Environment', 1), (17, 'Environment', 5), (18, 'Environment', 4), (19, 'Environment', 5), (20, 'Environment', 4)]"
449,Type C,Description task 449,"[138, 483, 210, 284, 198, 310]","{""certificates"": [""CSPA""], ""majors"": ""DS"", ""type_majors"": ""Avg""}","[(1, 'Product', 5), (2, 'Product', 1), (3, 'Product', 1), (4, 'Product', 4), (5, 'Product', 5), (6, 'Product', 4), (7, 'Product', 4), (8, 'Product', 2), (9, 'Product', 3), (10, 'Product', 1), (11, 'Environment', 4), (12, 'Environment', 5), (13, 'Environment', 2), (14, 'Environment', 5), (15, 'Environment', 5), (16, 'Environment', 1), (17, 'Environment', 3), (18, 'Environment', 4), (19, 'Environment', 2), (20, 'Environment', 3)]"
450,Type C,Description task 450,"[276, 477, 190, 246, 442, 249]","{""certificates"": [""CEH""], ""majors"": ""CS"", ""type_majors"": ""Excel""}","[(1, 'Product', 4), (2, 'Product', 5), (3, 'Product', 1), (4, 'Product', 3), (5, 'Product', 3), (6, 'Product', 4), (7, 'Product', 2), (8, 'Product', 2), (9, 'Product', 4), (10, 'Product', 1), (11, 'Environment', 5), (12, 'Environment', 5), (13, 'Environment', 1), (14, 'Environment', 2), (15, 'Environment', 5), (16, 'Environment', 1), (17, 'Environment', 4), (18, 'Environment', 3), (19, 'Environment', 3), (20, 'Environment', 3)]"
451,Type B,Description task 451,"[326, 39, 116, 412, 327, 432]","{""certificates"": [""OSCE""], ""majors"": ""DS"", ""type_majors"": ""Excel""}","[(1, 'Product', 5), (2, 'Product', 4), (3, 'Product', 5), (4, 'Product', 3), (5, 'Product', 1), (6, 'Product', 3), (7, 'Product', 4), (8, 'Product', 1), (9, 'Product', 1), (10, 'Product', 4), (11, 'Environment', 4), (12, 'Environment', 4), (13, 'Environment', 4), (14, 'Environment', 4), (15, 'Environment', 5), (16, 'Environment', 4), (17, 'Environment', 3), (18, 'Environment', 4), (19, 'Environment', 3), (20, 'Environment', 1)]"
452,Type C,Description task 452,"[80, 457, 431, 190, 200, 7]","{""certificates"": [""OSCP""], ""majors"": ""IT"", ""type_majors"": ""Outst""}","[(1, 'Product', 3), (2, 'Product', 2), (3, 'Product', 3), (4, 'Product', 4), (5, 'Product', 2), (6, 'Product', 2), (7, 'Product', 1), (8, 'Product', 3), (9, 'Product', 2), (10, 'Product', 1), (11, 'Environment', 3), (12, 'Environment', 2), (13, 'Environment', 4), (14, 'Environment', 1), (15, 'Environment', 4), (16, 'Environment', 4), (17, 'Environment', 2), (18, 'Environment', 2), (19, 'Environment', 5), (20, 'Environment', 1)]"
